misc,[]
rent,[]
tools,[]
charity,[]
alcohol,['SYSTEMBOLAGET']
savings,[]
health,[]
electro,[]
exercise,[]
literature,[]
transportation,[]
food,"['WILLYS', 'LIDL', 'PRESSBYR\xc3\x85N', 'MAX']"
utilities,[]
holidays,[]
gifts,[]
phone,[]
freetime,[]
furniture,[]
LÖN,[]
car,[]
trips_home,[]
revolut,['REVOLUT']
clothes,[]
